SITE$,FSVLAFTER,TOTAFTER,MASSaft,RCM,CSIZE
CP,75,163,7.1319,0.316507523,4
CP,75,164,7.113,0.308336848,4
CP,75,136,6.0942,0.378523842,4
CP,75,150,5.7298,0.388757025,4
CP,75,155,6.2738,0.339634671,4
CP,75,95,6.7528,0.351202464,4
CP,75,162,6.9252,0.350574713,4
CP,75,142,7.0524,0.340238784,4
CP,75,156,7.8143,0.316394303,4
CP,75,150,6.9239,0.331929982,4
CP,75,139,7.6695,0.315092249,4
CP,75,153,8.2959,0.181342591,4
CP,75,166,6.8579,0.366453287,4
CP,75,124,6.5379,0.377598311,4
CP,75,155,7.1354,0.319127169,4
CP,75,160,6.3265,0.374298585,4
CP,75,160,7.5107,0.330887933,4
CP,75,149,7.4305,0.31225355,4
CP,75,160,6.7367,0.318895008,4
CP,75,170,8.1983,0.303672713,4
CP,75,165,8.101,0.278792742,4
CP,75,92,7.0524,0.260918269,4
CP,75,156,8.444,0.276764567,4
CP,75,154,7.9306,0.241280609,4
CP,75,111,6.3297,0.382956538,4
CP,75,162,7.4369,0.313867337,4
CP,75,97,6.8964,0.336479903,4
CP,75,154,7.0926,0.337971971,4
CP,75,104,8.0877,0.324727673,4
CP,75,120,6.7244,0.304175837,4
CP,75,165,7.882,0.30460543,4
CP,75,140,7.3351,0.279478126,4
CP,75,141,7.9748,0.280847169,4
CP,75,155,8.0839,0.313165675,4
CP,75,168,6.3088,0.418716713,5
CP,75,150,7.4534,0.367295462,5
CP,75,117,7.6748,0.330093292,5
CP,75,158,7.4599,0.334602341,5
CP,75,164,8.4386,,5
CP,75,148,6.5185,0.374932883,5
CP,75,166,7.8595,0.366588205,5
CP,75,158,7.0417,0.405640683,5
CP,75,130,7.0256,0.379725575,5
CP,75,162,6.4651,0.479095451,6
CP,75,146,7.6317,,
CP,75,148,,,
CP,75,149,7.7148,,
CP,75.5,136,7.2454,0.283089961,3
CP,76,154,9.2879,0.054802485,1
CP,76,172,7.1786,0.166466999,2
CP,76,166,7.7342,0.15375863,2
CP,76,168,7.6652,0.151281115,2
CP,76,157,8.112,0.172312623,2
CP,76,135,8.9536,0.137866333,2
CP,76,166,7.676,0.227618551,3
CP,76,158,9.475,0.20069657,3
CP,76,147,8.2506,0.219268902,3
CP,76,164,7.9596,0.235112317,3
CP,76,171,6.5,0.230523077,3
CP,76,169,7.1163,0.240363672,3
CP,76,145,6.58,0.283449848,3
CP,76,186,6.872,0.288242142,3
CP,76,170,6.859,0.252252515,3
CP,76,123,7.0789,0.25485598,3
CP,76,167,7.982,0.208844901,3
CP,76,174,6.136,0.307431551,3
CP,76,142,6.7758,0.24611116,3
CP,76,129,6.792,0.301295642,3
CP,76,124,6.4982,0.291757718,3
CP,76,168,7.2433,0.274971353,3
CP,76,146,8.4709,0.221027282,3
CP,76,150,7.9118,0.202153745,3
CP,76,168,7.0118,0.286288827,3
CP,76,148,7.6919,0.245127992,3
CP,76,142,6.8125,,3
CP,76,130,7.1542,0.071666667,3
CP,76,153,8.0141,0.209692916,3
CP,76,125,7.548,0.23736089,3
CP,76,160,8.4143,0.197972499,3
CP,76,,9.1696,0.154957686,3
CP,76,123,8.0874,0.215087667,3
CP,76,169,7.5153,0.235027211,3
CP,76,155,8.339,0.243074709,4
CP,76,163,5.3192,0.30829824,4
CP,76,171,6.9706,0.31558259,4
CP,76,174,8.2274,0.287818752,4
CP,76,166,8.3008,0.232314958,4
CP,76,142,7.6268,0.311795248,4
CP,76,144,6.894,0.358935306,4
CP,76,168,7.24,0.326588398,4
CP,76,164,7.1788,0.333663008,4
CP,76,173,6.5808,0.363618405,4
CP,76,164,6.5382,0.37025481,4
CP,76,143,8.4768,0.282476878,4
CP,76,165,7.638,0.294579733,4
CP,76,156,6.7347,0.353556951,4
CP,76,144,7.1486,0.318943569,4
CP,76,167,7.603,0.309798764,4
CP,76,168,7.0453,0.372035258,4
CP,76,107,7.9528,0.252112464,4
CP,76,159,8.6033,0.284948799,4
CP,76,150,7.5051,0.346697579,4
CP,76,148,7.7867,0.278988532,4
CP,76,163,7.9824,0.301212668,4
CP,76,143,6.75,0.379096296,4
CP,76,156,,,4
CP,76,165,7.6676,0.286047785,4
CP,76,143,7.5498,0.306935283,4
CP,76,155,8.7985,0.269932375,4
CP,76,163,8.878,0.234681235,4
CP,76,147,7.2551,0.322338769,4
CP,76,129,7.7199,0.32328139,4
CP,76,162,7.9885,0.300356763,4
CP,76,133,7.7969,0.321807385,4
CP,76,161,8.5224,0.27552098,5
CP,76,156,9.0503,0.276046098,5
CP,76,139,6.4112,0.395682556,5
CP,76,137,6.7352,0.381428911,5
CP,76,157,7.8448,0.348141444,5
CP,76,161,8.2545,0.380507602,5
CP,76,131,6.9843,0.360809244,5
CP,76,172,6.3391,0.418450569,5
CP,76,112,7.1237,0.359784943,5
CP,76,150,8.3138,0.370901393,5
CP,76,147,8.53,0.317291911,5
CP,76,152,7.0738,0.374791484,5
CP,76,160,7.5427,,6
CP,76,135,,,
CP,76,152,8.325,,
CP,76.5,168,7.0688,0.327834993,4
CP,77,165,8.469,0.068189869,1
CP,77,145,9.8358,0.114835601,2
CP,77,168,9.5607,0.128954993,2
CP,77,150,,,2
CP,77,171,9.086,0.13261061,2
CP,77,170,7.555,0.158292522,2
CP,77,136,7.7408,0.159880116,2
CP,77,164,7.9169,0.168020311,2
CP,77,165,9.3693,0.121855421,2
CP,77,124,9.8051,0.137826233,2
CP,77,145,7.7519,0.241669784,3
CP,77,169,7.69,0.242314694,3
CP,77,174,6.76,0.308343195,3
CP,77,138,6.6697,0.260671395,3
CP,77,158,6.606,0.289297608,3
CP,77,158,7.57,0.237899604,3
CP,77,166,7.982,0.251277875,3
CP,77,168,7.9938,0.242700593,3
CP,77,154,8.3465,0.223698556,3
CP,77,163,7.158,0.260757195,3
CP,77,148,7.89,0.232724968,3
CP,77,148,5.8159,0.294657749,3
CP,77,132,7.3595,0.26792581,3
CP,77,138,8.252,0.226781386,3
CP,77,155,7.8918,0.230454396,3
CP,77,164,8.0264,0.241540417,3
CP,77,159,7.8793,0.24599901,3
CP,77,141,7.3231,0.271619942,3
CP,77,151,8.0826,0.236953456,3
CP,77,135,7.4723,0.260334837,3
CP,77,131,6.6699,0.279704343,3
CP,77,95,7.0155,0.271213741,3
CP,77,171,8.0485,0.246679505,3
CP,77,161,7.1534,0.260924875,3
CP,77,150,7.4964,0.242049517,3
CP,77,148,8.9152,0.18238514,3
CP,77,138,8.57,0.173512252,3
CP,77,142,8.2879,0.18939659,3
CP,77,156,7.6112,0.226482026,3
CP,77,151,7.7803,0.281197383,4
CP,77,134,8.024,0.294865404,4
CP,77,155,8.2821,0.306407795,4
CP,77,133,8.0136,0.334943097,4
CP,77,145,7.7026,0.338054683,4
CP,77,172,7.9118,0.315768852,4
CP,77,141,5.755,0.420642919,4
CP,77,167,7.1999,0.317212739,4
CP,77,136,6.7998,0.346407247,4
CP,77,163,7.4778,0.354261949,4
CP,77,142,7.1796,0.26800936,4
CP,77,132,7.8457,0.28342914,4
CP,77,157,7.7026,0.324267131,4
CP,77,141,7.8533,0.321100684,4
CP,77,137,7.2953,0.339944896,4
CP,77,142,6.89,0.33850508,4
CP,77,137,7.9019,0.339057695,4
CP,77,154,6.7261,0.382569394,4
CP,77,160,8.3944,0.296376156,4
CP,77,151,7.0699,0.324997525,4
CP,77,140,8.6824,0.264984336,4
CP,77,165,7.8341,0.304795701,4
CP,77,154,7.206,0.317471551,4
CP,77,132,8.4072,0.297554477,4
CP,77,152,7.204,0.307606885,4
CP,77,146,8.184,0.258162268,4
CP,77,121,9.5402,0.230550722,4
CP,77,158,8.3787,0.261973815,4
CP,77,153,8.4609,0.294070371,4
CP,77,160,7.8282,0.299225876,4
CP,77,166,8.3444,0.296570155,4
CP,77,167,8.056,0.25495283,4
CP,77,146,8.8263,0.225179294,4
CP,77,160,7.0389,0.401696288,5
CP,77,174,7.9907,0.306631459,5
CP,77,145,7.6335,0.367419925,5
CP,77,159,8.5273,0.351987147,5
CP,77,158,8.2902,0.315396492,5
CP,77,94,7.5,0.396173333,5
CP,77,132,6.2049,0.463955906,5
CP,77,167,7.5299,0.412595121,5
CP,77,160,7.5238,0.387875807,5
CP,77,170,6.585,0.428534548,5
CP,77,168,7.2089,0.380751571,5
CP,77,166,7.4031,0.364279829,5
CP,77,159,7.0236,0.428071075,5
CP,77,174,7.6065,0.34959574,5
CP,77,164,8.4325,0.321707679,5
CP,77,132,7.2103,0.4008155,6
CP,77,114,7.6878,0.4226957,6
CP,77,146,8.8506,0.352586265,6
CP,77,166,,,
CP,77,160,,,
CP,77,150,,,
CP,77.5,165,6.8914,0.334155614,4
CP,77.5,165,8.22,0.287116788,4
CP,78,149,10.3425,0.113144791,2
CP,78,108,7.5585,0.165469339,2
CP,78,151,8.0728,0.156153999,2
CP,78,143,7.2947,0.24475304,3
CP,78,166,7.5282,0.229032172,3
CP,78,136,6.45,0.275751938,3
CP,78,133,5.9179,0.285185623,3
CP,78,134,6.19,0.26996769,3
CP,78,148,6.7013,0.321042186,3
CP,78,153,8.1339,0.220570698,3
CP,78,156,8.291,0.216367145,3
CP,78,175,8.6129,0.231130049,3
CP,78,168,7.5405,0.253060142,3
CP,78,146,8.2056,0.198681388,3
CP,78,138,7.6617,0.269039508,3
CP,78,170,7.3063,,3
CP,78,146,7.7338,0.28687062,3
CP,78,163,8.1635,0.220260917,3
CP,78,165,6.8965,0.292104691,3
CP,78,138,7.4808,0.246858625,3
CP,78,164,7.82,0.219616368,3
CP,78,152,9.2086,0.183730426,3
CP,78,163,9.0452,0.185656481,3
CP,78,146,8.8509,0.18905422,3
CP,78,99,8.2,0.299670732,4
CP,78,174,7.6901,0.291647703,4
CP,78,144,8.1627,0.296066253,4
CP,78,154,7.4799,0.308426583,4
CP,78,179,8.6613,0.239363606,4
CP,78,154,7.8994,0.336088817,4
CP,78,178,6.7298,0.335032245,4
CP,78,171,7.1443,0.371191019,4
CP,78,148,7.6289,0.3072789,4
CP,78,153,8.0933,0.336031038,4
CP,78,125,5.7091,0.414320996,4
CP,78,174,7.5223,0.306462119,4
CP,78,115,7.5648,0.308428511,4
CP,78,140,7.2834,0.366971469,4
CP,78,168,8.1988,0.288078743,4
CP,78,164,8.8136,0.284151765,4
CP,78,132,7.238,0.316385742,4
CP,78,143,8.253,0.307221616,4
CP,78,148,8.7341,0.230441602,4
CP,78,138,10.2012,0.212073089,4
CP,78,170,7.9765,0.27297687,4
CP,78,155,9.1823,0.271663962,4
CP,78,159,7.8403,0.33290818,5
CP,78,140,7.4321,0.340872701,5
CP,78,163,7.5111,0.364114444,5
CP,78,174,7.6868,0.378545038,5
CP,78,134,6.8398,0.439632738,5
CP,78,151,7.7123,0.332144756,5
CP,78,154,7.925,0.368050473,5
CP,78,161,8.352,0.389643199,5
CP,78,165,9.3371,0.306604834,5
CP,78,150,8.5562,0.374991234,6
CP,78,138,9.9556,,
CP,78,173,,,
CP,78,138,,,
CP,78,150,8.2361,,
CP,78,156,8.83,,
CP,78,172,6.665,,
CP,78,152,7.9494,,
CP,79,170,9.1133,0.049740489,1
CP,79,171,8.4202,0.120947246,2
CP,79,175,8.0182,0.13904617,2
CP,79,154,8.1083,0.147342846,2
CP,79,170,7.7499,0.169357024,2
CP,79,151,9.49,0.124362487,2
CP,79,162,7.058,0.247761405,3
CP,79,170,7.5621,0.275254228,3
CP,79,129,8.3126,0.168731805,3
CP,79,138,9.2414,0.214015193,3
CP,79,142,8.32,0.295300481,4
CP,79,162,7.6338,0.348882601,4
CP,79,167,8.1393,0.292592729,4
CP,79,163,8.9862,0.221183593,4
CP,79,158,8.3762,0.310331654,4
CP,79,177,7.3797,0.266094828,4
CP,79,175,7.6596,0.317444775,4
CP,79,154,8.3968,0.294981421,4
CP,79,132,8.1795,0.282034354,4
CP,79,170,8.1384,0.291519218,4
CP,79,168,7.1637,0.346678392,4
CP,79,144,8.4568,0.290807398,4
CP,79,169,7.7766,0.329064115,4
CP,79,144,7.9235,0.276115353,4
CP,79,117,8.4284,0.272946229,4
CP,79,158,7.4634,0.368143206,4
CP,79,133,8.57,0.268273046,4
CP,79,150,7.9683,0.288932395,4
CP,79,149,7.6045,0.321059899,4
CP,79,162,7.8835,0.288653517,4
CP,79,156,8.7384,0.272876041,4
CP,79,140,8.9977,0.190306412,4
CP,79,150,9.0723,0.212470928,4
CP,79,172,8.2279,0.316690772,5
CP,79,170,7.7399,0.404850192,5
CP,79,84,6.6074,0.437237037,5
CP,79,154,7.295,0.404482522,5
CP,79,140,8.1075,0.315300648,5
CP,79,169,8.3571,0.359670221,5
CP,79,144,8.1267,0.352492402,5
CP,79,157,7.7039,0.400342684,5
CP,79,134,8.0535,0.328590054,5
CP,79,150,9.1047,0.342724088,5
CP,79,151,8.335,0.365578884,5
CP,79,147,9.8647,0.29364299,5
CP,79,124,9.357,0.290616651,5
CP,79,164,,,5
CP,79,110,9.022,0.328419419,5
CP,79,142,8.67,0.31727797,5
CP,79,165,8.0362,0.377491849,5
CP,79,143,8.4346,0.334823228,5
CP,79,173,7.5892,0.416302114,6
CP,79,136,7.8053,0.429515842,6
CP,79,166,8.7874,0.35624872,6
CP,79,181,9.3477,0.461717856,7
CP,79,164,,,
CP,79,132,8.6939,,
CP,79,138,7.5532,,
CP,79,153,,,
CP,79,164,,,
CP,79,138,,,
CP,80,158,7.2353,0.240459967,3
CP,80,181,8.0906,0.258361555,3
CP,80,175,8.2695,0.257427898,3
CP,80,175,6.4138,0.282219589,3
CP,80,162,9.5493,0.236205795,3
CP,80,162,9.6745,0.186924389,3
CP,80,127,9.8701,,3
CP,80,139,7.8016,0.201843212,3
CP,80,128,7.8041,0.314962648,4
CP,80,147,8.0645,0.288647777,4
CP,80,139,8.596,0.284830154,4
CP,80,178,9.5436,0.247925311,4
CP,80,137,7.3597,0.292742911,4
CP,80,164,7.689,0.298621407,4
CP,80,175,7.6397,0.268518397,4
CP,80,147,7.1818,0.383650338,4
CP,80,167,7.7,0.348805195,4
CP,80,128,6.2253,0.390744221,4
CP,80,161,7.7268,0.31424393,4
CP,80,174,9.0003,0.257246981,4
CP,80,178,7.8,0.310358974,4
CP,80,170,9.1101,0.27572694,4
CP,80,138,8.3496,0.314901313,4
CP,80,164,8.8948,0.300703782,4
CP,80,150,7.725,0.335223301,4
CP,80,139,8.366,0.286289744,4
CP,80,175,8.188,0.287445042,4
CP,80,138,7.2535,0.343241194,4
CP,80,154,7.644,0.32414966,4
CP,80,148,9.2589,0.26674875,4
CP,80,153,10.3143,0.254268346,4
CP,80,181,9.2138,0.254357594,4
CP,80,158,8.8733,0.236879177,4
CP,80,175,8.8779,0.28689217,4
CP,80,144,10.8746,0.199970574,4
CP,80,144,8.7113,0.320859114,5
CP,80,169,8.3616,0.364092997,5
CP,80,172,8.757,0.29696243,5
CP,80,179,8.975,0.330016713,5
CP,80,149,8.2492,0.306041798,5
CP,80,192,8.4964,0.325702651,5
CP,80,172,8.1123,0.311391344,5
CP,80,144,7.7973,0.38390212,5
CP,80,148,7.5269,0.40041717,5
CP,80,96,9.618,0.361530464,5
CP,80,141,7.5746,0.352850316,5
CP,80,174,8.4267,0.378938374,5
CP,80,158,7.5563,0.378080542,5
CP,80,182,10.3094,0.278425515,5
CP,80,158,8.7966,0.345008299,5
CP,80,136,8.7041,0.309371446,5
CP,80,138,7.7765,0.382678583,6
CP,80,178,8.0663,0.423601899,6
CP,80,166,9.0524,0.370001326,6
CP,80,172,9.1082,0.39024176,6
CP,80,114,7.7988,0.395753193,6
CP,80,146,8.5523,0.420974475,6
CP,80,132,7.6055,0.411688909,6
CP,80,,9.1173,0.376876926,6
CP,80,158,9.9056,0.429989097,7
CP,80,178,,,
CP,80,140,,,
CP,80,130,,,
CP,80,134,,,
CP,80,141,,,
CP,80,154,,,
CP,80.5,175,9.6532,0.340788547,6
CP,81,147,7.943,0.084413949,1
CP,81,120,7.382,0.161202926,2
CP,81,129,8.6728,0.13151462,2
CP,81,144,10.5481,0.114172221,2
CP,81,156,8.5328,0.21195856,3
CP,81,166,8.0964,0.220369547,3
CP,81,167,10.0756,0.183373695,3
CP,81,165,8.9374,0.222413677,3
CP,81,124,8.18,0.23007335,3
CP,81,132,8.4635,0.254280144,3
CP,81,128,8.8858,0.188221657,3
CP,81,138,9.6142,0.21095879,3
CP,81,157,9.512,0.210786375,3
CP,81,149,9.6465,0.185683927,3
CP,81,151,9.8341,0.193601855,3
CP,81,166,10.3554,0.156140757,3
CP,81,159,9.1932,0.290725754,4
CP,81,185,9.2228,0.22681832,4
CP,81,172,,,4
CP,81,142,7.8853,0.314128822,4
CP,81,120,8.5734,0.317575291,4
CP,81,175,7.2017,0.302900704,4
CP,81,136,7.283,0.282589592,4
CP,81,160,8.737,0.274911297,4
CP,81,131,8.1568,0.309055022,4
CP,81,144,7.32,0.340587432,4
CP,81,158,9.0633,0.311034612,4
CP,81,114,8.9018,0.329203083,4
CP,81,129,8.9799,0.289012127,4
CP,81,124,7.7,0.277428571,4
CP,81,132,8.3904,0.266816838,4
CP,81,178,9.244,0.29158373,4
CP,81,134,7.3297,0.334256518,4
CP,81,163,8.2057,0.281194779,4
CP,81,108,8.1052,0.301436115,4
CP,81,143,11.4752,0.255211238,5
CP,81,151,7.9649,0.354969931,5
CP,81,162,8.291,0.322807864,5
CP,81,152,9.3232,0.312113866,5
CP,81,154,9.1092,0.272186361,5
CP,81,173,9.4345,0.326154009,5
CP,81,172,9.6745,0.295446793,5
CP,81,147,9.7657,0.248195214,5
CP,81,164,7.1182,0.424854598,5
CP,81,170,6.7721,0.486082604,5
CP,81,134,8.3145,0.333766312,5
CP,81,128,9.294,0.333602324,5
CP,81,147,7.9595,0.324090709,5
CP,81,157,9.8338,0.329055909,5
CP,81,160,8.6634,0.361243853,5
CP,81,156,9.9499,0.250816591,5
CP,81,148,9.9351,0.30357017,5
CP,81,136,9.7392,0.36161081,6
CP,81,160,8.0762,0.416173448,6
CP,81,151,7.4825,0.429281657,6
CP,81,153,8.0876,0.467048321,6
CP,81,131,8.4043,,
CP,81.5,178,8.5747,0.299870549,5
CP,82,173,,,1
CP,82,151,10.4924,0.106534253,2
CP,82,145,8.29,0.225259349,3
CP,82,147,9.015,0.222673322,3
CP,82,152,8.5378,0.190166085,3
CP,82,131,9.9413,0.193676883,3
CP,82,147,7.6498,0.24360114,3
CP,82,161,9.013,0.212792633,3
CP,82,163,8.1433,0.247319883,3
CP,82,165,8.953,0.29120965,4
CP,82,147,9.6706,0.215591587,4
CP,82,158,10.3397,0.215567183,4
CP,82,155,8.3145,0.298767214,4
CP,82,157,8.0838,0.273386279,4
CP,82,156,9.772,0.268819075,4
CP,82,147,8.0721,0.2725437,4
CP,82,94,8.3436,0.267893955,4
CP,82,126,9.6127,0.253934899,4
CP,82,139,8.2113,0.286361477,4
CP,82,178,9.5616,0.248316181,4
CP,82,139,9.1465,0.26040562,4
CP,82,101,10.4165,0.217760284,4
CP,82,136,10.266,0.243074226,4
CP,82,170,10.6566,0.250530188,4
CP,82,141,12.1919,0.230251232,4
CP,82,187,10.2412,0.275465766,5
CP,82,171,9.062,0.282410064,5
CP,82,160,6.9398,0.445373066,5
CP,82,165,8.4999,0.36832198,5
CP,82,120,7.4778,0.366070235,5
CP,82,148,8.1275,0.386059674,5
CP,82,148,8.6682,0.361516809,5
CP,82,143,9.1125,0.322326475,5
CP,82,176,8.832,0.320459692,5
CP,82,176,8.7807,0.349926543,5
CP,82,155,8.212,0.360375061,5
CP,82,158,8.908,0.365704984,5
CP,82,183,9.9186,0.317917851,5
CP,82,175,8.724,0.33196928,5
CP,82,144,8.4925,0.36365028,5
CP,82,163,9.4658,0.339538127,6
CP,82,183,8.0433,0.36793356,6
CP,82,128,7.28,0.464285714,6
CP,82,176,7.7263,0.434386446,6
CP,82,137,9.9284,0.350549938,6
CP,82,164,10.9641,0.333798488,6
CP,82,176,7.8573,0.506153513,7
CP,82,156,,,
CP,82.5,147,8.3802,0.231593518,3
CP,83,130,8.0929,0.164428079,2
CP,83,137,9.426,0.138648419,2
CP,83,142,9.233,0.232048088,3
CP,83,144,10.1562,0.211880428,3
CP,83,139,8.571,0.243133823,3
CP,83,122,8.4548,0.139849553,3
CP,83,143,10.8045,0.219899116,4
CP,83,184,9.3059,0.225394642,4
CP,83,162,8.759,0.223712753,4
CP,83,115,8.1438,0.293302881,4
CP,83,111,7.7568,0.294567347,4
CP,83,145,8.7665,0.251160668,4
CP,83,143,7.869,0.289071038,4
CP,83,142,7.603,0.310101276,4
CP,83,153,7.6808,0.273526195,4
CP,83,151,8.8371,0.296658406,4
CP,83,182,10.4261,0.263713181,4
CP,83,138,9.614,0.28069482,4
CP,83,135,7.3863,0.338681072,4
CP,83,172,9.081,0.356965092,5
CP,83,172,9.3218,0.329603725,5
CP,83,187,7.6909,0.334434201,5
CP,83,152,8.06,0.354615385,5
CP,83,169,8.2139,0.359695151,5
CP,83,146,8.6985,0.324803127,5
CP,83,129,8.0556,0.371853121,5
CP,83,151,7.96,0.393341709,5
CP,83,182,9.8224,0.334490552,5
CP,83,128,8.2082,0.374990863,5
CP,83,135,8.926,0.306397042,5
CP,83,137,8.1858,0.364264947,5
CP,83,137,9.5089,0.301464943,5
CP,83,144,7.3714,0.437569525,5
CP,83,149,9.253,0.332519183,5
CP,83,177,9.6359,0.346454405,6
CP,83,173,9.76,0.360491803,6
CP,83,135,8.8388,0.400099561,6
CP,83,185,8.7,0.418666667,7
CP,83,149,8.457,0.458223956,7
CP,83,137,7.4999,,
CP,83,163,,,
CP,83,148,,,
CP,83.5,155,9.5486,0.242402028,4
CP,83.5,186,9.376,0.304575512,4
CP,84,134,13.2285,,2
CP,84,145,10.733,0.171163701,3
CP,84,174,9.707,0.212135572,4
CP,84,169,9.7579,0.256356388,4
CP,84,142,7.9899,0.316987697,4
CP,84,157,8.3308,0.268845729,4
CP,84,152,8.5995,0.286656201,4
CP,84,152,9.2586,0.314367183,5
CP,84,164,8.6914,0.373760269,5
CP,84,155,8.4398,0.311772791,5
CP,84,169,7.57,0.415099075,5
CP,84,126,8.61,0.348919861,5
CP,84,145,7.968,0.412424699,5
CP,84,187,10.6209,0.324953629,5
CP,84,161,10.2433,0.289193912,5
CP,84,142,9.786,0.369854895,6
CP,84,150,8.9391,0.418196463,6
CP,84,146,11.1702,0.359626506,7
CP,84,183,9.986,0.442669738,8
CP,84,151,,,
CP,85,178,8.5587,0.194725835,3
CP,85,171,9.0408,0.275584019,4
CP,85,173,8.2235,0.313272937,4
CP,85,172,8.4898,0.292539282,4
CP,85,154,8.0038,0.306516904,4
CP,85,136,8.3492,0.30338236,4
CP,85,120,7.9277,0.326185401,4
CP,85,132,9.6399,0.269857571,4
CP,85,164,9.2043,0.238627598,4
CP,85,184,12.1661,0.216873115,4
CP,85,133,7.146,0.392373356,5
CP,85,172,8.4939,0.365332768,5
CP,85,150,7.7992,0.365229767,5
CP,85,165,10.5766,0.351795473,6
CP,85,166,8.2038,0.388515078,6
CP,85,114,8.5005,0.372236927,6
CP,85,144,8.6693,0.371471745,6
CP,85,133,8.9704,0.409714171,6
CP,85,180,10.2128,0.382245809,6
CP,85,190,9.7389,0.389417696,7
CP,86,172,9.3056,,2
CP,86,162,10.1946,0.190139878,4
CP,86,160,8.4369,0.278396093,4
CP,86,184,,,4
CP,86,149,7.79,0.406765083,5
CP,86,144,,,5
CP,86,182,11.3491,0.29613802,5
CP,86,130,7.2993,0.417766087,5
CP,86,180,11.6235,0.250612982,5
CP,86,172,9.367,0.323209138,6
CP,86,135,9.5851,,
CP,87,126,8.8258,0.308176029,4
CP,87,151,10.0718,0.323100141,6
CP,87,124,8.725,0.418796562,6
CP,87,186,10.813,0.386562471,6
CP,87,142,9.466,0.386932178,6
CP,87,186,13.4132,0.299153073,6
CP,88,122,8.8119,0.505044315,7
CP,89,186,13.1991,0.360660954,7
CP,89,182,10.664,0.460727682,9
CP,90,176,8.1706,0.537659413,7
CP,92,172,12.01,0.176011657,3
CP,92,188,11.0671,0.360519016,8
CP,,,6.6037,0.290185805,3
CP,,,6.2218,0.297470185,3
CP,,,6.6171,0.255837149,3
